booking_id,hotel,arrival_date,arrival_year,arrival_month,lead_time,lead_time_category,market_segment,deposit_type,customer_type,country,agent,adr,total_nights,previous_cancellations,total_of_special_requests,days_in_waiting_list,is_repeated_guest,estimated_revenue,is_canceled,risk_prob,risk_level,predicted_cancel,expected_lost_revenue,expected_realised_revenue
107825,City Hotel,2017-03-16,2017,March,122,Long Term,Online TA,No Deposit,Transient,BRA,7.0,69.98,3,0,3,0,0,209.94,0,0.0247,Low,0,5.19,204.75
107826,City Hotel,2017-03-17,2017,March,5,Last Minute,Online TA,No Deposit,Transient,DEU,9.0,118.0,2,0,1,0,0,236.0,0,0.0914,Low,0,21.57,214.43
107827,City Hotel,2017-03-17,2017,March,3,Last Minute,Complementary,No Deposit,Transient,PRT,No Agent,0.0,2,0,2,0,0,0.0,0,0.1214,Low,0,0.0,0.0
107828,City Hotel,2017-03-16,2017,March,96,Long Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,3,0,0,237.6,0,0.0854,Low,0,20.29,217.31
107829,City Hotel,2017-03-17,2017,March,57,Medium Term,Direct,No Deposit,Transient,GBR,14.0,79.2,2,0,0,0,0,158.4,0,0.172,Low,0,27.24,131.16
107830,City Hotel,2017-03-17,2017,March,3,Last Minute,Online TA,No Deposit,Transient,PRT,9.0,127.0,2,0,1,0,0,254.0,0,0.0943,Low,0,23.95,230.05
107831,City Hotel,2017-03-18,2017,March,6,Last Minute,Online TA,No Deposit,Transient,USA,9.0,98.0,1,0,0,0,0,98.0,0,0.3645,Medium,0,35.72,62.28
107832,City Hotel,2017-03-18,2017,March,10,Short Term,Direct,No Deposit,Transient,PRT,No Agent,75.0,1,0,0,0,0,75.0,0,0.2322,Low,0,17.42,57.58
107833,City Hotel,2017-03-18,2017,March,56,Medium Term,Direct,No Deposit,Transient,PRT,14.0,79.2,1,0,1,0,0,79.2,0,0.3892,Medium,0,30.82,48.38
107834,City Hotel,2017-03-18,2017,March,56,Medium Term,Direct,No Deposit,Transient,PRT,14.0,88.2,1,0,1,0,0,88.2,0,0.3422,Medium,0,30.18,58.02
107835,City Hotel,2017-03-15,2017,March,66,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,134.3,4,0,1,0,0,537.2,0,0.3374,Medium,0,181.25,355.95
107836,City Hotel,2017-03-17,2017,March,57,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,28.0,75.0,2,0,0,0,0,150.0,0,0.5706,High,1,85.59,64.41
107837,City Hotel,2017-03-18,2017,March,13,Short Term,Direct,No Deposit,Transient,PRT,14.0,152.0,1,0,2,0,0,152.0,0,0.135,Low,0,20.52,131.48
107838,City Hotel,2017-03-16,2017,March,93,Long Term,Online TA,No Deposit,Transient,DEU,8.0,79.2,3,0,0,0,0,237.6,0,0.0462,Low,0,10.98,226.62
107839,City Hotel,2017-03-14,2017,March,20,Short Term,Offline TA/TO,No Deposit,Transient,GBR,132.0,65.0,5,0,0,0,0,325.0,0,0.0072,Low,0,2.34,322.66
107840,City Hotel,2017-03-15,2017,March,192,Very Long Term,Online TA,No Deposit,Transient,PRT,9.0,119.0,4,0,2,0,0,476.0,0,0.4746,Medium,0,225.91,250.09
107841,City Hotel,2017-03-16,2017,March,246,Very Long Term,Direct,No Deposit,Transient,IRL,14.0,116.28,3,0,0,0,0,348.84000000000003,0,0.4576,Medium,0,159.63,189.21
107842,City Hotel,2017-03-16,2017,March,1,Last Minute,Offline TA/TO,No Deposit,Transient,PRT,132.0,65.0,3,0,0,0,0,195.0,0,0.1503,Low,0,29.31,165.69
107843,City Hotel,2017-03-14,2017,March,41,Medium Term,Corporate,No Deposit,Transient,PRT,210.0,65.0,5,0,0,0,0,325.0,0,0.5779,High,1,187.82,137.18
107844,City Hotel,2017-03-16,2017,March,175,Long Term,Offline TA/TO,No Deposit,Transient,GBR,28.0,72.0,3,0,2,0,0,216.0,0,0.0098,Low,0,2.12,213.88
107845,City Hotel,2017-03-17,2017,March,8,Short Term,Online TA,No Deposit,Transient,FRA,9.0,128.0,2,0,1,0,0,256.0,0,0.1915,Low,0,49.02,206.98
107846,City Hotel,2017-03-16,2017,March,175,Long Term,Offline TA/TO,No Deposit,Transient,GBR,28.0,72.0,3,0,2,0,0,216.0,0,0.0098,Low,0,2.12,213.88
107847,City Hotel,2017-03-17,2017,March,52,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,207.0,2,0,2,0,0,414.0,0,0.3015,Medium,0,124.82,289.18
107848,City Hotel,2017-03-16,2017,March,71,Medium Term,Online TA,No Deposit,Transient,IRL,9.0,79.2,3,0,1,0,0,237.6,0,0.4555,Medium,0,108.23,129.37
107849,City Hotel,2017-03-16,2017,March,246,Very Long Term,Direct,No Deposit,Transient,IRL,14.0,116.28,3,0,1,0,0,348.84000000000003,0,0.3319,Medium,0,115.78,233.06
107850,City Hotel,2017-03-18,2017,March,222,Very Long Term,Online TA,No Deposit,Transient,PRT,9.0,115.2,1,0,2,0,0,115.2,0,0.6518,High,1,75.09,40.11
107851,City Hotel,2017-03-16,2017,March,175,Long Term,Offline TA/TO,No Deposit,Transient,GBR,28.0,72.0,3,0,2,0,0,216.0,0,0.0098,Low,0,2.12,213.88
107852,City Hotel,2017-03-14,2017,March,109,Long Term,Offline TA/TO,No Deposit,Transient,GBR,22.0,68.0,5,0,1,0,0,340.0,0,0.0049,Low,0,1.67,338.33
107853,City Hotel,2017-03-14,2017,March,53,Medium Term,Offline TA/TO,No Deposit,Transient-Party,GBR,94.0,69.0,5,0,1,0,0,345.0,0,0.0019,Low,0,0.66,344.34
107854,City Hotel,2017-03-14,2017,March,109,Long Term,Offline TA/TO,No Deposit,Transient,GBR,22.0,102.0,5,0,1,0,0,510.0,0,0.0069,Low,0,3.52,506.48
107855,City Hotel,2017-03-18,2017,March,88,Medium Term,Offline TA/TO,No Deposit,Transient,DEU,85.0,63.0,1,0,0,0,0,63.0,0,0.0101,Low,0,0.64,62.36
107856,City Hotel,2017-03-16,2017,March,246,Very Long Term,Direct,No Deposit,Transient,IRL,14.0,79.2,3,0,0,0,0,237.6,0,0.3021,Medium,0,71.78,165.82
107857,City Hotel,2017-03-18,2017,March,79,Medium Term,Online TA,No Deposit,Transient,PRT,8.0,79.2,1,0,1,0,0,79.2,0,0.6586,High,1,52.16,27.04
107858,City Hotel,2017-03-17,2017,March,150,Long Term,Online TA,No Deposit,Transient,BEL,9.0,102.6,2,0,3,0,0,205.2,0,0.2217,Low,0,45.49,159.71
107859,City Hotel,2017-03-15,2017,March,24,Short Term,Online TA,No Deposit,Transient,CHE,9.0,134.3,4,0,0,0,0,537.2,0,0.6683,High,1,359.01,178.19
107860,City Hotel,2017-03-17,2017,March,72,Medium Term,Online TA,No Deposit,Transient,NLD,7.0,71.1,2,0,1,0,0,142.2,0,0.024,Low,0,3.41,138.79
107861,City Hotel,2017-03-15,2017,March,46,Medium Term,Online TA,No Deposit,Transient,HUN,9.0,125.8,4,0,2,0,0,503.2,0,0.3029,Medium,0,152.42,350.78
107862,City Hotel,2017-03-15,2017,March,55,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,74.8,4,0,1,0,0,299.2,0,0.468,Medium,0,140.03,159.17
107863,City Hotel,2017-03-17,2017,March,50,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,151.2,2,0,1,0,0,302.4,0,0.4215,Medium,0,127.46,174.94
107864,City Hotel,2017-03-10,2017,March,32,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,131.47,9,0,0,0,0,1183.23,0,0.7117,High,1,842.1,341.13
107865,City Hotel,2017-03-18,2017,March,1,Last Minute,Online TA,No Deposit,Transient,CN,9.0,168.0,1,0,1,0,0,168.0,0,0.0572,Low,0,9.61,158.39
107866,City Hotel,2017-03-17,2017,March,74,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,79.2,2,0,0,0,0,158.4,0,0.6483,High,1,102.69,55.71
107867,City Hotel,2017-03-17,2017,March,58,Medium Term,Offline TA/TO,No Deposit,Transient,FRA,28.0,75.0,3,0,0,0,0,225.0,0,0.0094,Low,0,2.12,222.89
107868,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,70.0,4,0,0,0,0,280.0,0,0.0026,Low,0,0.73,279.27
107869,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,70.0,4,0,0,0,0,280.0,0,0.0026,Low,0,0.73,279.27
107870,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,70.0,4,0,0,0,0,280.0,0,0.0026,Low,0,0.73,279.27
107871,City Hotel,2017-03-17,2017,March,102,Long Term,Online TA,No Deposit,Transient,BRA,9.0,79.2,3,0,0,0,0,237.6,0,0.7988,High,1,189.79,47.81
107872,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107873,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107874,City Hotel,2017-03-17,2017,March,137,Long Term,Online TA,No Deposit,Transient,FRA,9.0,93.6,3,0,2,0,0,280.79999999999995,0,0.2755,Medium,0,77.36,203.44
107875,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107876,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107877,City Hotel,2017-03-17,2017,March,77,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,97.2,3,0,0,0,0,291.6,0,0.6672,High,1,194.56,97.04
107878,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,70.0,4,0,0,0,0,280.0,0,0.0026,Low,0,0.73,279.27
107879,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107880,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,70.0,4,0,0,0,0,280.0,0,0.0026,Low,0,0.73,279.27
107881,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107882,City Hotel,2017-03-16,2017,March,244,Very Long Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,39.0,4,0,0,223,0,156.0,0,0.0076,Low,0,1.19,154.81
107883,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107884,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107885,City Hotel,2017-03-18,2017,March,17,Short Term,Direct,No Deposit,Transient,SWE,No Agent,233.0,2,0,1,0,0,466.0,0,0.1445,Low,0,67.34,398.66
107886,City Hotel,2017-03-18,2017,March,17,Short Term,Direct,No Deposit,Transient,SWE,No Agent,233.0,2,0,1,0,0,466.0,0,0.1445,Low,0,67.34,398.66
107887,City Hotel,2017-03-16,2017,March,53,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,100.3,4,0,3,0,0,401.2,0,0.1503,Low,0,60.3,340.9
107888,City Hotel,2017-03-19,2017,March,20,Short Term,Online TA,No Deposit,Transient,DEU,9.0,118.0,1,0,0,0,0,118.0,0,0.5264,High,1,62.12,55.88
107889,City Hotel,2017-03-16,2017,March,124,Long Term,Online TA,No Deposit,Transient,LUX,9.0,91.8,4,0,1,0,0,367.2,0,0.5043,High,1,185.18,182.02
107890,City Hotel,2017-03-18,2017,March,61,Medium Term,Online TA,No Deposit,Transient,PRT,7.0,57.93,2,0,1,0,0,115.86,0,0.4427,Medium,0,51.29,64.57
107891,City Hotel,2017-03-17,2017,March,94,Long Term,Offline TA/TO,No Deposit,Transient,AUT,27.0,72.0,3,0,0,0,0,216.0,0,0.0071,Low,0,1.53,214.47
107892,City Hotel,2017-03-17,2017,March,67,Medium Term,Online TA,No Deposit,Transient,GBR,9.0,97.2,3,0,1,0,0,291.6,0,0.3248,Medium,0,94.71,196.89
107893,City Hotel,2017-03-17,2017,March,198,Very Long Term,Online TA,No Deposit,Transient,NLD,9.0,93.6,3,0,2,0,0,280.79999999999995,0,0.3702,Medium,0,103.95,176.85
107894,City Hotel,2017-03-17,2017,March,198,Very Long Term,Online TA,No Deposit,Transient,NLD,9.0,93.6,3,0,2,0,0,280.79999999999995,0,0.3966,Medium,0,111.37,169.43
107895,City Hotel,2017-03-19,2017,March,57,Medium Term,Online TA,No Deposit,Transient,FRA,9.0,79.2,1,0,1,0,0,79.2,0,0.3606,Medium,0,28.56,50.64
107896,City Hotel,2017-03-17,2017,March,113,Long Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,0,0,0,237.6,0,0.1891,Low,0,44.93,192.67
107897,City Hotel,2017-03-17,2017,March,175,Long Term,Online TA,No Deposit,Transient,CHE,9.0,79.2,3,0,2,0,0,237.6,0,0.4306,Medium,0,102.31,135.29
107898,City Hotel,2017-03-13,2017,March,45,Medium Term,Online TA,No Deposit,Transient,FRA,9.0,100.3,7,0,0,0,0,702.1,0,0.6727,High,1,472.3,229.8
107899,City Hotel,2017-03-18,2017,March,176,Long Term,Online TA,No Deposit,Transient,IND,9.0,79.2,2,0,1,0,0,158.4,0,0.5021,High,1,79.53,78.87
107900,City Hotel,2017-03-17,2017,March,175,Long Term,Online TA,No Deposit,Transient,CHE,9.0,79.2,3,0,2,0,0,237.6,0,0.4306,Medium,0,102.31,135.29
107901,City Hotel,2017-03-16,2017,March,187,Very Long Term,Online TA,No Deposit,Transient,DEU,8.0,88.4,4,0,1,0,0,353.6,0,0.0151,Low,0,5.34,348.26
107902,City Hotel,2017-03-17,2017,March,173,Long Term,Online TA,No Deposit,Transient,FRA,9.0,79.2,3,0,0,0,0,237.6,0,0.7465,High,1,177.37,60.23
107903,City Hotel,2017-03-17,2017,March,96,Long Term,Direct,No Deposit,Transient,BEL,14.0,79.2,3,0,0,0,0,237.6,0,0.1535,Low,0,36.47,201.13
107904,City Hotel,2017-03-17,2017,March,63,Medium Term,Online TA,No Deposit,Transient,DNK,9.0,97.2,3,0,0,0,0,291.6,0,0.616,High,1,179.63,111.97
107905,City Hotel,2017-03-18,2017,March,62,Medium Term,Online TA,No Deposit,Transient,BEL,9.0,79.2,2,0,1,0,0,158.4,0,0.3766,Medium,0,59.65,98.75
107906,City Hotel,2017-03-16,2017,March,82,Medium Term,Online TA,No Deposit,Transient,CHE,7.0,64.14,4,0,1,0,0,256.56,0,0.0252,Low,0,6.47,250.09
107907,City Hotel,2017-03-16,2017,March,82,Medium Term,Online TA,No Deposit,Transient,DEU,7.0,77.23,4,0,1,0,0,308.92,0,0.0245,Low,0,7.57,301.35
107908,City Hotel,2017-03-17,2017,March,58,Medium Term,Online TA,No Deposit,Transient,DEU,7.0,81.77,3,0,1,0,0,245.31,0,0.0222,Low,0,5.45,239.86
107909,City Hotel,2017-03-18,2017,March,11,Short Term,Online TA,No Deposit,Transient,ESP,9.0,167.0,2,0,1,0,0,334.0,0,0.2669,Medium,0,89.14,244.86
107910,City Hotel,2017-03-16,2017,March,65,Medium Term,Online TA,No Deposit,Transient,SWE,9.0,91.8,4,0,0,0,0,367.2,0,0.621,High,1,228.03,139.17
107911,City Hotel,2017-03-18,2017,March,73,Medium Term,Online TA,No Deposit,Transient,ITA,9.0,142.2,2,0,0,0,0,284.4,0,0.6814,High,1,193.79,90.61
107912,City Hotel,2017-03-18,2017,March,55,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,97.2,2,0,2,0,0,194.4,0,0.2575,Medium,0,50.06,144.34
107913,City Hotel,2017-03-18,2017,March,178,Long Term,Offline TA/TO,No Deposit,Transient,FRA,28.0,75.0,2,0,0,0,0,150.0,0,0.0201,Low,0,3.02,146.98
107914,City Hotel,2017-03-18,2017,March,178,Long Term,Offline TA/TO,No Deposit,Transient,FRA,28.0,75.0,2,0,0,0,0,150.0,0,0.0201,Low,0,3.02,146.98
107915,City Hotel,2017-03-17,2017,March,131,Long Term,Online TA,No Deposit,Transient,PRT,7.0,72.07,3,0,1,0,0,216.21,0,0.4712,Medium,0,101.88,114.33
107916,City Hotel,2017-03-17,2017,March,130,Long Term,Online TA,No Deposit,Transient,ITA,9.0,156.6,3,0,1,0,0,469.8,0,0.4691,Medium,0,220.38,249.42
107917,City Hotel,2017-03-17,2017,March,88,Medium Term,Online TA,No Deposit,Transient,DEU,7.0,74.84,3,0,1,0,0,224.52,0,0.0222,Low,0,4.98,219.54
107918,City Hotel,2017-03-17,2017,March,81,Medium Term,Online TA,No Deposit,Transient,FRA,8.0,97.2,3,0,1,0,0,291.6,0,0.0222,Low,0,6.47,285.13
107919,City Hotel,2017-03-16,2017,March,58,Medium Term,Online TA,No Deposit,Transient,GBR,7.0,70.69,4,0,2,0,0,282.76,0,0.0277,Low,0,7.83,274.93
107920,City Hotel,2017-03-17,2017,March,81,Medium Term,Online TA,No Deposit,Transient,FRA,8.0,97.2,3,0,1,0,0,291.6,0,0.0222,Low,0,6.47,285.13
107921,City Hotel,2017-03-16,2017,March,9,Short Term,Online TA,No Deposit,Transient,ESP,9.0,142.8,4,0,0,0,0,571.2,0,0.5524,High,1,315.53,255.67
107922,City Hotel,2017-03-17,2017,March,219,Very Long Term,Online TA,No Deposit,Transient,RUS,9.0,79.2,3,0,1,0,0,237.6,0,0.7093,High,1,168.53,69.07
107923,City Hotel,2017-03-19,2017,March,1,Last Minute,Online TA,No Deposit,Transient,FRA,9.0,98.0,1,0,0,0,0,98.0,0,0.1113,Low,0,10.91,87.09
107924,City Hotel,2017-03-18,2017,March,69,Medium Term,Direct,No Deposit,Transient,DEU,14.0,77.0,2,0,0,0,0,154.0,0,0.1297,Low,0,19.97,134.03
107925,City Hotel,2017-03-17,2017,March,108,Long Term,Online TA,No Deposit,Transient,DEU,9.0,97.2,3,0,2,0,0,291.6,0,0.2052,Low,0,59.84,231.76
107926,City Hotel,2017-03-17,2017,March,69,Medium Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,0,0,0,237.6,0,0.2673,Medium,0,63.51,174.09
107927,City Hotel,2017-03-16,2017,March,56,Medium Term,Online TA,No Deposit,Transient,GBR,9.0,74.8,4,0,3,0,0,299.2,0,0.2194,Low,0,65.64,233.56
107928,City Hotel,2017-03-15,2017,March,150,Long Term,Online TA,No Deposit,Transient,HUN,9.0,88.4,5,0,2,0,0,442.0,0,0.3453,Medium,0,152.62,289.38
107929,City Hotel,2017-03-16,2017,March,193,Very Long Term,Online TA,No Deposit,Transient,DEU,9.0,88.4,4,0,2,0,0,353.6,0,0.2705,Medium,0,95.65,257.95
107930,City Hotel,2017-03-18,2017,March,102,Long Term,Online TA,No Deposit,Transient,ESP,9.0,106.2,2,0,2,0,0,212.4,0,0.3089,Medium,0,65.61,146.79
107931,City Hotel,2017-03-16,2017,March,169,Long Term,Online TA,No Deposit,Transient,LUX,9.0,96.9,4,0,0,0,0,387.6,0,0.8812,High,1,341.55,46.05
107932,City Hotel,2017-03-17,2017,March,69,Medium Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,0,0,0,237.6,0,0.2673,Medium,0,63.51,174.09
107933,City Hotel,2017-03-17,2017,March,69,Medium Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,0,0,0,237.6,0,0.2673,Medium,0,63.51,174.09
107934,City Hotel,2017-03-16,2017,March,27,Short Term,Online TA,No Deposit,Transient,DEU,9.0,132.18,4,0,1,0,0,528.72,0,0.3234,Medium,0,170.99,357.73
107935,City Hotel,2017-03-17,2017,March,66,Medium Term,Direct,No Deposit,Transient,GBR,14.0,79.2,3,0,0,0,0,237.6,0,0.1813,Low,0,43.08,194.52
107936,City Hotel,2017-03-17,2017,March,55,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,106.2,3,0,1,0,0,318.6,0,0.3773,Medium,0,120.21,198.39
107937,City Hotel,2017-03-17,2017,March,212,Very Long Term,Online TA,No Deposit,Transient,PRT,9.0,122.4,3,0,0,0,0,367.2000000000001,0,0.8346,High,1,306.47,60.73
107938,City Hotel,2017-03-17,2017,March,170,Long Term,Online TA,No Deposit,Transient,LUX,9.0,174.0,3,0,1,0,0,522.0,0,0.6243,High,1,325.88,196.12
107939,City Hotel,2017-03-17,2017,March,170,Long Term,Online TA,No Deposit,Transient,PRT,9.0,86.4,3,0,1,0,0,259.20000000000005,0,0.4735,Medium,0,122.73,136.47
107940,City Hotel,2017-03-16,2017,March,95,Long Term,Direct,No Deposit,Transient,ESP,14.0,94.2,4,0,0,0,0,376.8,0,0.2334,Low,0,87.95,288.85
107941,City Hotel,2017-03-17,2017,March,79,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,124.2,3,0,2,0,0,372.6,0,0.2684,Medium,0,100.01,272.59
107942,City Hotel,2017-03-18,2017,March,6,Last Minute,Online TA,No Deposit,Transient,ESP,9.0,107.0,2,0,0,0,0,214.0,0,0.3773,Medium,0,80.74,133.26
107943,City Hotel,2017-03-17,2017,March,79,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,90.0,3,0,2,0,0,270.0,0,0.2134,Low,0,57.62,212.38
107944,City Hotel,2017-03-17,2017,March,5,Last Minute,Online TA,No Deposit,Transient,ITA,9.0,168.0,3,0,1,0,0,504.0,0,0.1368,Low,0,68.95,435.05
107945,City Hotel,2017-03-17,2017,March,51,Medium Term,Offline TA/TO,No Deposit,Transient,ESP,28.0,90.0,3,0,3,0,0,270.0,0,0.0063,Low,0,1.7,268.3
107946,City Hotel,2017-03-15,2017,March,24,Short Term,Online TA,No Deposit,Transient,FRA,9.0,139.4,5,0,0,0,0,697.0,0,0.6506,High,1,453.47,243.53
107947,City Hotel,2017-03-18,2017,March,110,Long Term,Online TA,No Deposit,Transient,USA,9.0,106.2,2,0,2,0,0,212.4,0,0.37,Medium,0,78.59,133.81
107948,City Hotel,2017-03-17,2017,March,50,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,169.2,3,0,2,0,0,507.6,0,0.2983,Medium,0,151.42,356.18
107949,City Hotel,2017-03-16,2017,March,48,Medium Term,Offline TA/TO,No Deposit,Transient,GBR,28.0,72.0,4,0,0,0,0,288.0,0,0.0107,Low,0,3.08,284.92
107950,City Hotel,2017-03-19,2017,March,31,Medium Term,Online TA,No Deposit,Transient,FIN,9.0,158.0,1,0,1,0,0,158.0,0,0.2889,Medium,0,45.65,112.35
107951,City Hotel,2017-03-18,2017,March,6,Last Minute,Online TA,No Deposit,Transient,ESP,9.0,177.0,2,0,0,0,0,354.0,0,0.3853,Medium,0,136.4,217.6
107952,City Hotel,2017-03-14,2017,March,53,Medium Term,Offline TA/TO,No Deposit,Transient-Party,GBR,94.0,70.0,6,0,1,0,0,420.0,0,0.0022,Low,0,0.92,419.08
107953,City Hotel,2017-03-18,2017,March,56,Medium Term,Direct,No Deposit,Transient,ITA,14.0,193.0,2,0,0,0,0,386.0,0,0.2327,Low,0,89.82,296.18
107954,City Hotel,2017-03-17,2017,March,150,Long Term,Direct,No Deposit,Transient,FRA,14.0,77.0,3,0,0,0,0,231.0,0,0.1839,Low,0,42.48,188.52
107955,City Hotel,2017-03-17,2017,March,8,Short Term,Direct,No Deposit,Transient,BEL,14.0,130.7,3,0,0,0,0,392.1,0,0.104,Low,0,40.78,351.32
107956,City Hotel,2017-03-17,2017,March,198,Very Long Term,Online TA,No Deposit,Transient,NLD,9.0,93.6,3,0,3,0,0,280.79999999999995,0,0.3037,Medium,0,85.28,195.52
107957,City Hotel,2017-03-17,2017,March,73,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,97.2,3,0,0,0,0,291.6,0,0.6826,High,1,199.05,92.55
107958,City Hotel,2017-03-16,2017,March,56,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,74.8,4,0,3,0,0,299.2,0,0.2855,Medium,0,85.42,213.78
107959,City Hotel,2017-03-16,2017,March,53,Medium Term,Online TA,No Deposit,Transient,FRA,9.0,100.3,4,0,0,0,0,401.2,0,0.6183,High,1,248.06,153.14
107960,City Hotel,2017-03-16,2017,March,21,Short Term,Offline TA/TO,No Deposit,Transient-Party,DEU,21.0,78.0,4,0,0,0,0,312.0,0,0.006,Low,0,1.87,310.13
107961,City Hotel,2017-03-17,2017,March,69,Medium Term,Online TA,No Deposit,Transient,PHL,9.0,106.2,3,0,1,0,0,318.6,0,0.4069,Medium,0,129.64,188.96
107962,City Hotel,2017-03-17,2017,March,49,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,138.0,72.0,3,0,0,0,0,216.0,0,0.6373,High,1,137.66,78.34
107963,City Hotel,2017-03-16,2017,March,90,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,91.8,4,0,0,0,0,367.2,0,0.7666,High,1,281.5,85.7
107964,City Hotel,2017-03-16,2017,March,90,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,91.8,4,0,0,0,0,367.2,0,0.7666,High,1,281.5,85.7
107965,City Hotel,2017-03-15,2017,March,203,Very Long Term,Online TA,No Deposit,Transient,PRT,9.0,83.8,5,0,0,0,0,419.0,0,0.8436,High,1,353.47,65.53
107966,City Hotel,2017-03-18,2017,March,29,Short Term,Online TA,No Deposit,Transient,PRT,9.0,159.33,3,0,0,0,0,477.99,0,0.657,High,1,314.04,163.95
107967,City Hotel,2017-03-17,2017,March,58,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,74.8,4,0,2,0,0,299.2,0,0.2749,Medium,0,82.25,216.95
107968,City Hotel,2017-03-17,2017,March,51,Medium Term,Offline TA/TO,No Deposit,Transient,ESP,28.0,75.0,4,0,0,0,0,300.0,0,0.0139,Low,0,4.17,295.83
107969,City Hotel,2017-03-20,2017,March,7,Last Minute,Online TA,No Deposit,Transient,FRA,9.0,98.0,1,0,0,0,0,98.0,0,0.2948,Medium,0,28.89,69.11
107970,City Hotel,2017-03-16,2017,March,72,Medium Term,Online TA,No Deposit,Transient,IRL,9.0,74.8,5,0,2,0,0,374.0,0,0.3334,Medium,0,124.69,249.31
107971,City Hotel,2017-03-18,2017,March,51,Medium Term,Offline TA/TO,No Deposit,Transient,CHE,22.0,99.0,3,0,0,0,0,297.0,0,0.0085,Low,0,2.52,294.48
107972,City Hotel,2017-03-16,2017,March,55,Medium Term,Online TA,No Deposit,Transient,IRL,9.0,74.8,5,0,1,0,0,374.0,0,0.4349,Medium,0,162.65,211.35
107973,City Hotel,2017-03-16,2017,March,115,Long Term,Offline TA/TO,No Deposit,Transient,AUT,27.0,68.0,5,0,0,0,0,340.0,0,0.0074,Low,0,2.52,337.48
107974,City Hotel,2017-03-17,2017,March,108,Long Term,Direct,No Deposit,Transient,GBR,14.0,82.0,4,0,2,0,0,328.0,0,0.0937,Low,0,30.73,297.27
107975,City Hotel,2017-03-18,2017,March,7,Last Minute,Online TA,No Deposit,Transient,GBR,9.0,128.0,3,0,2,0,0,384.0,0,0.1125,Low,0,43.2,340.8
107976,City Hotel,2017-03-18,2017,March,53,Medium Term,Online TA,No Deposit,Transient,PRT,7.0,57.93,3,0,0,0,0,173.79,0,0.7106,High,1,123.5,50.29
