priority_rank,booking_id,hotel,arrival_date,total_nights,days_in_waiting_list,adr,risk_prob,risk_level,estimated_revenue,expected_realised_revenue
2911,56494,City Hotel,2016-09-08,1,41,65.0,0.9995,High,65.0,0.03
2912,56495,City Hotel,2016-09-08,1,41,65.0,0.9995,High,65.0,0.03
2913,56496,City Hotel,2016-09-08,1,41,65.0,0.9995,High,65.0,0.03
2914,81822,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2915,81823,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2916,81824,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2917,81825,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2918,81826,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2919,81827,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2920,81828,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2921,81829,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2922,81830,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2923,81831,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2924,81832,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2925,81833,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2926,81834,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2927,81835,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2928,81836,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2929,81837,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2930,81838,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2931,81839,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2932,81840,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2933,81841,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2934,81842,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2935,81843,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2936,81844,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2937,81845,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2938,81846,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2939,81847,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2940,81848,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2941,81849,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2942,81850,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2943,81851,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2944,81852,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2945,81853,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2946,81854,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2947,81855,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2948,81856,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2949,81857,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2950,81858,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2951,81859,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2952,81860,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2953,81861,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2954,81862,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2955,81863,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2956,81864,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2957,81865,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2958,81866,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2959,81867,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2960,81868,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2961,81869,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2962,81870,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2963,81871,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2964,81872,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2965,81873,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2966,81874,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2967,81875,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2968,81876,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2969,81877,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2970,81878,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2971,81879,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2972,81880,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2973,81883,City Hotel,2016-04-28,3,46,110.0,0.9999,High,330.0,0.03
2974,50129,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2975,50130,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2976,50131,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2977,50132,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2978,50133,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2979,50134,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2980,50136,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2981,50137,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2982,50138,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2983,50139,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2984,50140,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2985,50141,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2986,50142,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2987,50144,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2988,50145,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2989,50146,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2990,50147,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2991,50148,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2992,50149,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2993,50151,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2994,50152,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2995,50153,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2996,50154,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2997,50155,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2998,50156,City Hotel,2016-04-24,2,50,95.0,0.9999,High,190.0,0.02
2999,51250,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3000,51251,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3001,51252,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3002,51253,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3003,51254,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3004,51255,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3005,51256,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3006,51257,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3007,51258,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3008,51259,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3009,51260,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3010,51261,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3011,51262,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3012,51263,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3013,51265,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3014,51266,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3015,51267,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3016,51268,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3017,51269,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3018,51270,City Hotel,2016-05-17,1,75,65.0,0.9997,High,65.0,0.02
3019,81742,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3020,81743,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3021,81744,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3022,81745,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3023,81746,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3024,81747,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3025,81748,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3026,81749,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3027,81750,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3028,81751,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3029,81752,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3030,81753,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3031,81754,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3032,81755,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3033,81756,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3034,81757,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3035,81758,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3036,81759,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3037,81760,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3038,81761,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3039,81762,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3040,81763,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3041,81764,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3042,81765,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3043,81766,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3044,81767,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3045,81768,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3046,81769,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3047,81770,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3048,81771,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3049,81772,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3050,81773,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3051,81774,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3052,81775,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3053,81776,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3054,81777,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3055,81778,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3056,81779,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3057,81780,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3058,81781,City Hotel,2016-02-25,3,44,75.0,0.9999,High,225.0,0.02
3059,79221,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3060,79222,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3061,79223,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3062,79224,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3063,79225,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3064,79226,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3065,79227,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3066,79228,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3067,79229,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3068,79230,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3069,79231,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3070,79232,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3071,79233,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3072,79234,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3073,79235,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3074,79236,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3075,79237,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3076,79238,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3077,79239,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3078,79240,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3079,79241,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3080,79242,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3081,79243,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3082,79244,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3083,79245,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3084,79246,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3085,79247,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3086,79248,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3087,79249,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3088,79250,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3089,79251,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3090,79252,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3091,79253,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3092,79254,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3093,79255,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3094,79256,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3095,79257,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3096,79258,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3097,79259,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3098,79260,City Hotel,2016-12-01,3,39,75.0,1.0,High,225.0,0.0
3099,79403,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3100,79404,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3101,79405,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3102,79406,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3103,79407,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3104,79408,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3105,79409,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3106,79410,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3107,79411,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3108,79412,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3109,79413,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3110,79414,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3111,79415,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3112,79416,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3113,79417,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3114,79418,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3115,79419,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3116,79420,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3117,79421,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3118,79422,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3119,79423,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3120,79424,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3121,79425,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3122,79426,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3123,79427,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3124,79428,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3125,79429,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3126,79430,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3127,79431,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3128,79432,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3129,79433,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3130,79434,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3131,79435,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3132,79436,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3133,79437,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3134,79438,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3135,79439,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3136,79440,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3137,79441,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3138,79442,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3139,79443,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3140,79444,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3141,79445,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3142,79446,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3143,79447,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3144,79448,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3145,79449,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3146,79450,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3147,79451,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3148,79452,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3149,79453,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3150,79454,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3151,79455,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3152,79456,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3153,79457,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3154,79458,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3155,79459,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3156,79460,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3157,79461,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3158,79462,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3159,79463,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3160,79464,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3161,79465,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3162,79466,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3163,79467,City Hotel,2016-01-27,2,45,70.0,1.0,High,140.0,0.0
3164,79724,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3165,79725,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3166,79726,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3167,79727,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3168,79728,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3169,79729,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3170,79730,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3171,79731,City Hotel,2016-09-30,3,17,90.0,1.0,High,270.0,0.0
3172,80078,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3173,80079,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3174,80080,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3175,80081,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3176,80082,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3177,80083,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3178,80084,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3179,80085,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3180,80086,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3181,80087,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3182,80088,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3183,80089,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3184,80090,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3185,80091,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3186,80092,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3187,80093,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3188,80094,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3189,80095,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3190,80096,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3191,80097,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3192,80098,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3193,80099,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3194,80100,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3195,80101,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3196,80102,City Hotel,2016-09-20,2,19,90.0,1.0,High,180.0,0.0
3197,80103,City Hotel,2016-09-20,2,19,80.0,1.0,High,160.0,0.0
3198,80104,City Hotel,2016-09-20,2,19,80.0,1.0,High,160.0,0.0
3199,80105,City Hotel,2016-09-20,2,19,80.0,1.0,High,160.0,0.0
3200,80106,City Hotel,2016-09-20,2,19,80.0,1.0,High,160.0,0.0
3201,80107,City Hotel,2016-09-20,2,19,80.0,1.0,High,160.0,0.0
3202,80496,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3203,80497,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3204,80498,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3205,80499,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3206,80500,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3207,80501,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3208,80502,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3209,80503,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3210,80504,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3211,80505,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3212,80506,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3213,80507,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3214,80508,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3215,80509,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3216,80510,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3217,80511,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3218,80512,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3219,80513,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3220,80514,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3221,80515,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3222,80516,City Hotel,2016-06-10,3,15,80.0,1.0,High,240.0,0.0
3223,80763,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3224,80764,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3225,80765,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3226,80766,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3227,80767,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3228,80768,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3229,80769,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3230,80770,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3231,80771,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3232,80772,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3233,80773,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3234,80774,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3235,80775,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3236,80776,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3237,80777,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3238,80778,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3239,80779,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3240,80780,City Hotel,2016-04-13,1,38,125.0,1.0,High,125.0,0.0
3241,81000,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3242,81001,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3243,81002,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3244,81003,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3245,81004,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
3246,81005,City Hotel,2016-01-22,1,35,85.0,1.0,High,85.0,0.0
